source_file,constraint_name,from_table,from_columns,to_table,to_columns,match_type
dbo.REVALUE_LINE.sql,FKEY9474,REVALUE_LINE,"GROUP_ID, GL_ACCOUNT_ID",ACCOUNT_GROUP,"GROUP_ID, ACCOUNT_ID",ALTER_TABLE_FK
dbo.REVALUE_LINE.sql,FKEY9473,REVALUE_LINE,REVALUE_ID,REVALUE,ID,ALTER_TABLE_FK
dbo.REVENUE_DETAIL.sql,FK_REVENUE_DETAIL_00,REVENUE_DETAIL,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.REVENUE_DETAIL.sql,FK_REVENUE_DETAIL_03,REVENUE_DETAIL,CUST_ORDER_ID,CUSTOMER_ORDER,ID,ALTER_TABLE_FK
dbo.REVENUE_DETAIL.sql,FK_REVENUE_DETAIL_02,REVENUE_DETAIL,INVOICE_ID,RECEIVABLE,INVOICE_ID,ALTER_TABLE_FK
dbo.REVENUE_DETAIL.sql,FK_REVENUE_DETAIL_01,REVENUE_DETAIL,PACKLIST_ID,SHIPPER,PACKLIST_ID,ALTER_TABLE_FK
dbo.REVENUE_DETAIL.sql,FK_REVENUE_DETAIL_00,REVENUE_DETAIL,PROJECT_ID,PROJECT_INFO,ID,ALTER_TABLE_FK
dbo.REVENUE_DIST.sql,FK_REVENUE_DIST_00,REVENUE_DIST,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.REVENUE_DIST.sql,FK_REVENUE_DIST_01,REVENUE_DIST,GL_ACCOUNT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.REVENUE_DIST.sql,FK_REVDST_BATCH,REVENUE_DIST,PROJECT_ID,PROJECT_INFO,ID,ALTER_TABLE_FK
dbo.REVENUE_DIST.sql,FK_REVDST_BATCH,REVENUE_DIST,"SITE_ID, BATCH_ID",JOURNAL_BATCH,"SITE_ID, ID",ALTER_TABLE_FK
dbo.RFQ_BINARY.sql,FKEY0250,RFQ_BINARY,RFQ_ID,REQUEST_FOR_QUOTE,ID,ALTER_TABLE_FK
dbo.RFQ_LINE.sql,FKEY0252,RFQ_LINE,PART_ID,PART,ID,ALTER_TABLE_FK
dbo.RFQ_LINE.sql,FKEY0252,RFQ_LINE,RFQ_ID,REQUEST_FOR_QUOTE,ID,ALTER_TABLE_FK
dbo.RFQ_VENDOR.sql,FK_RFQ_VEN_CONT_ID,RFQ_VENDOR,CONTACT_ID,CONTACT,ID,ALTER_TABLE_FK
dbo.RFQ_VENDOR.sql,FK_RFQ_VEN_CONT_ID,RFQ_VENDOR,RFQ_ID,REQUEST_FOR_QUOTE,ID,ALTER_TABLE_FK
dbo.RFQ_VENDOR.sql,FKEY0251,RFQ_VENDOR,VENDOR_ID,VENDOR,ID,ALTER_TABLE_FK
dbo.RFQ_VENDOR_QUOTE.sql,FKEY9604,RFQ_VENDOR_QUOTE,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.RMA.sql,FK_RMA_TO_SITE,RMA,PACKLIST_ID,SHIPPER,PACKLIST_ID,ALTER_TABLE_FK
dbo.RMA.sql,FK_RMA_TO_SITE,RMA,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.RMA_BINARY.sql,FKEY9377,RMA_BINARY,RMA_ID,RMA,ID,ALTER_TABLE_FK
dbo.RMA_LINE.sql,FKEY9379,RMA_LINE,RMA_ID,RMA,ID,ALTER_TABLE_FK
dbo.RMA_LINE_BINARY.sql,FKEY9378,RMA_LINE_BINARY,"RMA_ID, RMA_LINE_NO",RMA_LINE,"RMA_ID, LINE_NO",ALTER_TABLE_FK
dbo.RMA_LINE_DSL.sql,FK_RMA_LINE_DSL_RMA_LINE,RMA_LINE_DSL,"RMA_ID, RMA_LINE_NO",RMA_LINE,"RMA_ID, LINE_NO",ALTER_TABLE_FK
dbo.SALES_CODE_ENG.sql,FKEY0110,SALES_CODE_ENG,PART_ID,PART,ID,ALTER_TABLE_FK
dbo.SALES_CODE_ENG.sql,FKEY0110,SALES_CODE_ENG,"SERIES_ID, MODEL_ID, SITE_ID",SERIES_MODEL_PART,"SERIES_ID, MODEL_ID, SITE_ID",ALTER_TABLE_FK
dbo.SALES_REP.sql,FKEY0049,SALES_REP,EARNING_CODE_ID,EARNING_CODE,ID,ALTER_TABLE_FK
dbo.SALES_REP.sql,FKEY0072,SALES_REP,EMPLOYEE_ID,EMPLOYEE,ID,ALTER_TABLE_FK
dbo.SALES_REP.sql,FKEY0049,SALES_REP,VENDOR_ID,VENDOR,ID,ALTER_TABLE_FK
dbo.SALES_REP_SHARE.sql,FKEY0256,SALES_REP_SHARE,SHARE_SALESREP_ID,SALES_REP,ID,ALTER_TABLE_FK
dbo.SALES_TAX_PCT.sql,FKEY0047,SALES_TAX_PCT,SALES_TAX_ID,SALES_TAX,ID,ALTER_TABLE_FK
dbo.SCHEDULE.sql,FK_SCHED_TO_SITE,SCHEDULE,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.SELECTED_OPTIONS.sql,FKEY0286,SELECTED_OPTIONS,PART_ID,PART,ID,ALTER_TABLE_FK
dbo.SERIES_MODEL_PART.sql,FKEY0109,SERIES_MODEL_PART,PART_ID,PART,ID,ALTER_TABLE_FK
dbo.SERVICE.sql,FKEY0077,SERVICE,VENDOR_ID,VENDOR,ID,ALTER_TABLE_FK
dbo.SERVICE_BINARY.sql,FKEY0113,SERVICE_BINARY,SERVICE_ID,SERVICE,ID,ALTER_TABLE_FK
dbo.SERVICE_CHARGE.sql,FK_SRVCHARGE_TO_SITE,SERVICE_CHARGE,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.SERVICE_DISP_LINE.sql,FKEY9365,SERVICE_DISP_LINE,DISPATCH_ID,SERVICE_DISPATCH,ID,ALTER_TABLE_FK
dbo.SERVICE_RCPT_CURR.sql,FKEY9446,SERVICE_RCPT_CURR,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.SERVICE_RECEIPT.sql,FK_SERVICE_RECEIPT_00,SERVICE_RECEIPT,COST_CATEGORY_ID,COST_CATEGORY,ID,ALTER_TABLE_FK
dbo.SERVICE_RECEIPT.sql,FK_SERVICE_RECEIPT_00,SERVICE_RECEIPT,DEPARTMENT_ID,DEPARTMENT,ID,ALTER_TABLE_FK
dbo.SERVICE_RECEIPT.sql,FKEY0116,SERVICE_RECEIPT,"PURC_ORDER_ID, PURC_ORDER_LINE_NO",PURC_ORDER_LINE,"PURC_ORDER_ID, LINE_NO",ALTER_TABLE_FK
dbo.SERVICE_RECEIPT.sql,FK_SRVRCPT_TO_SITE,SERVICE_RECEIPT,SERVICE_ID,SERVICE,ID,ALTER_TABLE_FK
dbo.SERVICE_RECEIPT.sql,FK_SERVICE_RECEIPT_01,SERVICE_RECEIPT,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.SERVICE_SHIPPING.sql,FK_SERVICE_SHIPPING_00,SERVICE_SHIPPING,SERVICE_ID,SERVICE,ID,ALTER_TABLE_FK
dbo.SERVICE_SHIPPING.sql,FK_SERVICE_SHIPPING_00,SERVICE_SHIPPING,SERVICE_PART_ID,PART,ID,ALTER_TABLE_FK
dbo.SERVICE_SITE.sql,FK_SERV_SITE_TO_SERVICE,SERVICE_SITE,SERVICE_ID,SERVICE,ID,ALTER_TABLE_FK
dbo.SERVICE_SITE.sql,FK_SERV_SITE_TO_SERVICE,SERVICE_SITE,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.SER_SIMULATION.sql,FK_SER_SIMULATION_00,SER_SIMULATION,SERVICE_ID,SERVICE,ID,ALTER_TABLE_FK
dbo.SER_SIMULATION.sql,FK_SER_SIMULATION_00,SER_SIMULATION,SIMULATION_ID,SIMULATION,ID,ALTER_TABLE_FK
dbo.SHIFT_DAY.sql,FKEY0257,SHIFT_DAY,SHIFT_ID,SHIFT,ID,ALTER_TABLE_FK
dbo.SHIPMENT_DETAIL.sql,FKEY9001,SHIPMENT_DETAIL,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.SHIPMENT_DETAIL.sql,FKEY9001,SHIPMENT_DETAIL,CUST_ORDER_ID,CUSTOMER_ORDER,ID,ALTER_TABLE_FK
dbo.SHIPMENT_DIST.sql,FKEY0196,SHIPMENT_DIST,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.SHIPMENT_DIST.sql,FKEY0008,SHIPMENT_DIST,CUST_ORDER_ID,CUSTOMER_ORDER,ID,ALTER_TABLE_FK
dbo.SHIPMENT_DIST.sql,FKEY0153,SHIPMENT_DIST,GL_ACCOUNT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.SHIPMENT_DIST.sql,FK_SHPDST_BATCH,SHIPMENT_DIST,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.SHIPMENT_DIST.sql,FK_SHPDST_BATCH,SHIPMENT_DIST,"SITE_ID, BATCH_ID",JOURNAL_BATCH,"SITE_ID, ID",ALTER_TABLE_FK
dbo.SHIPPER.sql,FK_SHIPPER_TO_SITE,SHIPPER,CUST_ORDER_ID,CUSTOMER_ORDER,ID,ALTER_TABLE_FK
dbo.SHIPPER.sql,FK_SHIPPER_TO_SITE,SHIPPER,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.SHIPPER_LINE.sql,FKEY0161,SHIPPER_LINE,"CUST_ORDER_ID, CUST_ORDER_LINE_NO",CUST_ORDER_LINE,"CUST_ORDER_ID, LINE_NO",ALTER_TABLE_FK
dbo.SHIPPER_LINE.sql,FKEY0161,SHIPPER_LINE,PACKLIST_ID,SHIPPER,PACKLIST_ID,ALTER_TABLE_FK
dbo.SHIPPER_LINE.sql,FKEY0163,SHIPPER_LINE,"RMA_ID, RMA_LINE_NO",RMA_LINE,"RMA_ID, LINE_NO",ALTER_TABLE_FK
dbo.SHIPPER_LINE_DEL.sql,FKEY9372,SHIPPER_LINE_DEL,"CUST_ORDER_ID, CUST_ORDER_LINE_NO",CUST_ORDER_LINE,"CUST_ORDER_ID, LINE_NO",ALTER_TABLE_FK
dbo.SHIPPER_LINE_DEL.sql,FKEY9372,SHIPPER_LINE_DEL,"PACKLIST_ID, PACKLIST_LINE_NO",SHIPPER_LINE,"PACKLIST_ID, LINE_NO",ALTER_TABLE_FK
dbo.SHIPPER_LINK.sql,FK_SHIPPER_LINK_BOL,SHIPPER_LINK,BOL_ID,BOL,ID,ALTER_TABLE_FK
dbo.SHIPPER_LINK.sql,FKEY9571,SHIPPER_LINK,"CARTON_ID, CARTON_LINE_NO",CARTON_LINE,"CARTON_ID, LINE_NO",ALTER_TABLE_FK
dbo.SHIPPER_LINK.sql,FKEY9573,SHIPPER_LINK,"CUST_ORDER_ID, CUST_ORDER_LINE_NO",CUST_ORDER_LINE,"CUST_ORDER_ID, LINE_NO",ALTER_TABLE_FK
dbo.SHIPPER_LINK.sql,FKEY9574,SHIPPER_LINK,"PACKLIST_ID, PACKLIST_LINE_NO",SHIPPER_LINE,"PACKLIST_ID, LINE_NO",ALTER_TABLE_FK
dbo.SHIPPER_LINK.sql,FKEY9571,SHIPPER_LINK,PALLET_ID,PALLET,ID,ALTER_TABLE_FK
dbo.SHIPPER_LINK.sql,FK_SHIPPER_LINK_BOL,SHIPPER_LINK,TARE_ID,TARE,ID,ALTER_TABLE_FK
dbo.SHIPTO_ADDRESS.sql,FK_SHIPTOADD_CNTRY,SHIPTO_ADDRESS,ARRIVAL_CODE,PORT_OF_ARRIVAL,CODE,ALTER_TABLE_FK
dbo.SHIPTO_ADDRESS.sql,FK_SHIPTOADD_CNTRY,SHIPTO_ADDRESS,COUNTRY_ID,COUNTRY,ID,ALTER_TABLE_FK
dbo.SHIPTO_ADDRESS.sql,FKEY9326,SHIPTO_ADDRESS,MODE_OF_TRANSPORT,MODE_OF_TRANSPORT,CODE,ALTER_TABLE_FK
dbo.SHIPTO_ADDRESS.sql,FKEY9324,SHIPTO_ADDRESS,NATURE_OF_TRANS,NATURE_OF_TRANS,CODE,ALTER_TABLE_FK
dbo.SHIPTO_ADDRESS.sql,FKEY9323,SHIPTO_ADDRESS,TRANS_CODE,PORT_OF_TRANS,CODE,ALTER_TABLE_FK
dbo.SHOP_GROUP.sql,FKEY0123,SHOP_GROUP,GROUP_RESOURCE_ID,SHOP_RESOURCE,ID,ALTER_TABLE_FK
dbo.SHOP_GROUP.sql,FKEY0123,SHOP_GROUP,SUB_RESOURCE_ID,SHOP_RESOURCE,ID,ALTER_TABLE_FK
dbo.SHOP_RESOURCE.sql,FKEY0266,SHOP_RESOURCE,AFB_GL_ACCT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.SHOP_RESOURCE_SITE.sql,FK_SHOP_RES_SITE_TO_SHOP_RESOURCE,SHOP_RESOURCE_SITE,RESOURCE_ID,SHOP_RESOURCE,ID,ALTER_TABLE_FK
dbo.SHOP_RESOURCE_SITE.sql,FK_SHOP_RES_SITE_TO_SHOP_RESOURCE,SHOP_RESOURCE_SITE,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.SHOP_VIEW.sql,FKEY0125,SHOP_VIEW,RESOURCE_ID,SHOP_RESOURCE,ID,ALTER_TABLE_FK
dbo.SITE.sql,FK_SITE_TO_ACC_ENTITY,SITE,ENTITY_ID,ACCOUNTING_ENTITY,ID,ALTER_TABLE_FK
dbo.SLS_TAX_GRP_TAX.sql,FKEY0041,SLS_TAX_GRP_TAX,SALES_TAX_GROUP_ID,SALES_TAX_GROUP,ID,ALTER_TABLE_FK
dbo.SLS_TAX_GRP_TAX.sql,FKEY0041,SLS_TAX_GRP_TAX,SALES_TAX_ID,SALES_TAX,ID,ALTER_TABLE_FK
dbo.SOA_CODE_LIST.sql,FK_SOA_DIMENSION,SOA_CODE_LIST,"LIST_ID, AGENCY_ID",SOA_DIMENSION,"ID, AGENCY_ID",ALTER_TABLE_FK
dbo.SOA_CODE_MAP.sql,FK_SOA_CODE_LIST,SOA_CODE_MAP,"LIST_ID, AGENCY_ID, SOA_CODE",SOA_CODE_LIST,"LIST_ID, AGENCY_ID, CODE",ALTER_TABLE_FK
dbo.SPLIT_TRANS_CURR.sql,FK_SPLIT_TRANS_CURR_00,SPLIT_TRANS_CURR,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.SPLIT_TRANS_CURR.sql,FK_SPLIT_TRANS_CURR_00,SPLIT_TRANS_CURR,TRANSACTION_ID,SPLIT_TRANS,TRANSACTION_ID,ALTER_TABLE_FK
dbo.TARE.sql,FK_TARE_BOL,TARE,BOL_ID,BOL,ID,ALTER_TABLE_FK
dbo.TASK.sql,FK_TASK_REJ_CODE,TASK,REJECT_CODE,TASK_REJ_CODES,CODE,ALTER_TABLE_FK
dbo.TASK_BINARY.sql,FK_TASK_BINARY,TASK_BINARY,"TASK_TYPE, TASK_NO, SEQ_NO",TASK,"TYPE, TASK_NO, SEQ_NO",ALTER_TABLE_FK
dbo.TERMS_INST.sql,FK_TERMS_INST_00,TERMS_INST,TERMS_ID,TERMS,ID,ALTER_TABLE_FK
dbo.TEST_BINARY.sql,FKEY0245,TEST_BINARY,TEST_ID,TEST,ID,ALTER_TABLE_FK
dbo.TEST_RESULT.sql,FKEY0087,TEST_RESULT,EMPLOYEE_ID,EMPLOYEE,ID,ALTER_TABLE_FK
dbo.TEST_RESULT.sql,FKEY0247,TEST_RESULT,PART_ID,PART,ID,ALTER_TABLE_FK
dbo.TEST_RESULT.sql,FKEY0087,TEST_RESULT,"TEST_ID, STEP_NO",TEST_STEP,"TEST_ID, STEP_NO",ALTER_TABLE_FK
dbo.TEST_STEP.sql,FKEY0244,TEST_STEP,GAGE_ID,GAGE,GAGE_ID,ALTER_TABLE_FK
dbo.TEST_STEP.sql,FKEY0244,TEST_STEP,TEST_ID,TEST,ID,ALTER_TABLE_FK
dbo.TEST_STEP_BINARY.sql,FKEY0246,TEST_STEP_BINARY,"TEST_ID, STEP_NO",TEST_STEP,"TEST_ID, STEP_NO",ALTER_TABLE_FK
dbo.TRACE.sql,FKEY0108,TRACE,PART_ID,PART,ID,ALTER_TABLE_FK
dbo.TRACE_INV_TRANS.sql,FKEY0241,TRACE_INV_TRANS,"PART_ID, TRACE_ID",TRACE,"PART_ID, ID",ALTER_TABLE_FK
dbo.TRACE_INV_TRANS.sql,FKEY0241,TRACE_INV_TRANS,TRANSACTION_ID,INVENTORY_TRANS,TRANSACTION_ID,ALTER_TABLE_FK
dbo.TRACE_LABOR_TRANS.sql,FKEY0242,TRACE_LABOR_TRANS,"PART_ID, TRACE_ID",TRACE,"PART_ID, ID",ALTER_TABLE_FK
dbo.TRACE_LABOR_TRANS.sql,FKEY0242,TRACE_LABOR_TRANS,TRANSACTION_ID,LABOR_TICKET,TRANSACTION_ID,ALTER_TABLE_FK
dbo.TRACE_PROFILE.sql,FKEY0239,TRACE_PROFILE,DEF_LBL_FORMAT_ID,LABEL_FORMAT,ID,ALTER_TABLE_FK
dbo.TRACE_PROFILE.sql,FKEY0107,TRACE_PROFILE,NUMBERING_ID,TRACE_NUMBERING,ID,ALTER_TABLE_FK
dbo.TRACE_PROFILE.sql,FK_TRACE_PROF_TO_SITE,TRACE_PROFILE,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.TRACE_PROFILE.sql,FK_TRACE_PROF_TO_SITE,TRACE_PROFILE,"SITE_ID, PART_ID",PART_SITE,"SITE_ID, PART_ID",ALTER_TABLE_FK
dbo.UNITS_CONVERSION.sql,FKEY0030,UNITS_CONVERSION,FROM_UM,UNITS,UNIT_OF_MEASURE,ALTER_TABLE_FK
dbo.UNP_MNT_CALLS.sql,FK_UNP_MNT_CONT_ID,UNP_MNT_CALLS,CONTACT_ID,CONTACT,ID,ALTER_TABLE_FK
dbo.UNP_MNT_CALLS.sql,FKEY9526,UNP_MNT_CALLS,CUSTOMER_ID,CUSTOMER,ID,ALTER_TABLE_FK
dbo.UNP_MNT_CALLS.sql,FKEY9525,UNP_MNT_CALLS,EQUIP_ID,EQUIPMENT,EQUIP_ID,ALTER_TABLE_FK
dbo.UNP_MNT_CALLS.sql,FKEY9522,UNP_MNT_CALLS,ESCALATION,UNP_MNT_ESCALATION,ID,ALTER_TABLE_FK
dbo.UNP_MNT_CALLS.sql,FK_UNP_MNT_CONT_ID,UNP_MNT_CALLS,"FAULT_CODE, FAULT_TYPE",UNP_MNT_FAULT_CODE,"ID, TYPE_ID",ALTER_TABLE_FK
dbo.UNP_MNT_CALLS.sql,FKEY9523,UNP_MNT_CALLS,"REMEDY_CODE, REMEDY_TYPE",UNP_MNT_REM_CODE,"ID, TYPE_ID",ALTER_TABLE_FK
dbo.UNP_MNT_CALLS.sql,FKEY9524,UNP_MNT_CALLS,RESOURCE_SELECTED,SHOP_RESOURCE,ID,ALTER_TABLE_FK
dbo.UNP_MNT_CALLS.sql,FKEY9521,UNP_MNT_CALLS,URGENCY,UNP_MNT_URGENCY,ID,ALTER_TABLE_FK
dbo.UNP_MNT_ENGINEER.sql,FKEY9528,UNP_MNT_ENGINEER,RESOURCE_ID,SHOP_RESOURCE,ID,ALTER_TABLE_FK
dbo.UNP_MNT_STD_REPAIR.sql,FKEY9531,UNP_MNT_STD_REPAIR,EQUIPMENT_TYPE,EQUIP_TYPE,ID,ALTER_TABLE_FK
dbo.UNP_MNT_STD_REPAIR.sql,FKEY9532,UNP_MNT_STD_REPAIR,"EQUIPMENT_TYPE, EQUIPMENT_MODEL",EQUIP_MODEL,"TYPE_ID, ID",ALTER_TABLE_FK
dbo.UNP_MNT_STD_REPAIR.sql,FKEY9530,UNP_MNT_STD_REPAIR,"FAULT_CODE, FAULT_TYPE",UNP_MNT_FAULT_CODE,"ID, TYPE_ID",ALTER_TABLE_FK
dbo.UNP_MNT_STD_REPAIR.sql,FKEY9529,UNP_MNT_STD_REPAIR,FAULT_TYPE,UNP_MNT_FAULT_TYPE,ID,ALTER_TABLE_FK
dbo.UNP_MNT_STD_REPAIR.sql,FKEY9529,UNP_MNT_STD_REPAIR,PART_ID,PART,ID,ALTER_TABLE_FK
dbo.USAGE_ANALYSIS.sql,FK_USAGE_ANAL_TO_SITE,USAGE_ANALYSIS,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.USER_SITE.sql,FK_USER_SITE_TO_SITE,USER_SITE,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.VENDOR.sql,FKEY0262,VENDOR,ARRIVAL_CODE,PORT_OF_ARRIVAL,CODE,ALTER_TABLE_FK
dbo.VENDOR.sql,FK_VEND_GROUP_ID,VENDOR,COUNTRY_ID,COUNTRY,ID,ALTER_TABLE_FK
dbo.VENDOR.sql,FK_VENDOR_CNTRY,VENDOR,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.VENDOR.sql,FKEY0058,VENDOR,DEF_EXP_GL_ACCT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.VENDOR.sql,FKEY9321,VENDOR,DEF_LBL_FORMAT_ID,LABEL_FORMAT,ID,ALTER_TABLE_FK
dbo.VENDOR.sql,FKEY9578,VENDOR,DEF_TERMS_ID,TERMS,ID,ALTER_TABLE_FK
dbo.VENDOR.sql,FKEY9465,VENDOR,DEF_TRANS_CURRENCY,CURRENCY,ID,ALTER_TABLE_FK
dbo.VENDOR.sql,FKEY9319,VENDOR,MODE_OF_TRANSPORT,MODE_OF_TRANSPORT,CODE,ALTER_TABLE_FK
dbo.VENDOR.sql,FKEY9317,VENDOR,NATURE_OF_TRANS,NATURE_OF_TRANS,CODE,ALTER_TABLE_FK
dbo.VENDOR.sql,FKEY9471,VENDOR,RETURN_TRANS,NATURE_OF_TRANS,CODE,ALTER_TABLE_FK
dbo.VENDOR.sql,FKEY9316,VENDOR,TRANS_CODE,PORT_OF_TRANS,CODE,ALTER_TABLE_FK
dbo.VENDOR.sql,FK_VEND_GROUP_ID,VENDOR,VENDOR_GROUP_ID,VENDOR_GROUP,ID,ALTER_TABLE_FK
dbo.VENDOR.sql,FKEY9320,VENDOR,WITHHOLDING_CODE,WITHHOLDING,CODE,ALTER_TABLE_FK
dbo.VENDOR_ADDRESS.sql,FKEY9322,VENDOR_ADDRESS,DEF_LBL_FORMAT_ID,LABEL_FORMAT,ID,ALTER_TABLE_FK
dbo.VENDOR_ADDRESS.sql,FKEY0074,VENDOR_ADDRESS,TRANS_CODE,PORT_OF_TRANS,CODE,ALTER_TABLE_FK
dbo.VENDOR_ADDRESS.sql,FKEY0074,VENDOR_ADDRESS,VENDOR_ID,VENDOR,ID,ALTER_TABLE_FK
dbo.VENDOR_BANK.sql,FK_VEND_BANK_CNTRY,VENDOR_BANK,COUNTRY_ID,COUNTRY,ID,ALTER_TABLE_FK
dbo.VENDOR_BANK.sql,FK_VEND_BANK_CNTRY,VENDOR_BANK,VENDOR_ID,VENDOR,ID,ALTER_TABLE_FK
dbo.VENDOR_BINARY.sql,FKEY0073,VENDOR_BINARY,VENDOR_ID,VENDOR,ID,ALTER_TABLE_FK
dbo.VENDOR_CONTACT.sql,FKEY0075,VENDOR_CONTACT,VENDOR_ID,VENDOR,ID,ALTER_TABLE_FK
dbo.VENDOR_ENTITY.sql,FK_VENDOR_ENTITY_TO_CUSTOMER,VENDOR_ENTITY,ENTITY_ID,ACCOUNTING_ENTITY,ID,ALTER_TABLE_FK
dbo.VENDOR_ENTITY.sql,FK_VENDOR_ENTITY_TO_CUSTOMER,VENDOR_ENTITY,VENDOR_ID,VENDOR,ID,ALTER_TABLE_FK
dbo.VENDOR_PART.sql,FKEY0080,VENDOR_PART,PART_ID,PART,ID,ALTER_TABLE_FK
dbo.VENDOR_PART.sql,FK_VEND_PART_TO_SITE,VENDOR_PART,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.VENDOR_PART.sql,FK_VEND_PART_TO_SITE,VENDOR_PART,VENDOR_ID,VENDOR,ID,ALTER_TABLE_FK
dbo.VENDOR_QUOTE.sql,FKEY0081,VENDOR_QUOTE,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.VENDOR_QUOTE.sql,FK_VEND_QUOTE_TO_SITE,VENDOR_QUOTE,PURCHASE_UM,UNITS,UNIT_OF_MEASURE,ALTER_TABLE_FK
dbo.VENDOR_QUOTE.sql,FK_VEND_QUOTE_TO_SITE,VENDOR_QUOTE,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.VENDOR_QUOTE.sql,FKEY0039,VENDOR_QUOTE,VENDOR_ID,VENDOR,ID,ALTER_TABLE_FK
dbo.VENDOR_REMIT_ADDR.sql,FKEY9371,VENDOR_REMIT_ADDR,VENDOR_ID,VENDOR,ID,ALTER_TABLE_FK
dbo.VENDOR_SERVICE.sql,FK_VEND_SERV_TO_SITE,VENDOR_SERVICE,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.VENDOR_SERV_QUOTE.sql,FK_VENDSERV_QUOTE_TO_SITE,VENDOR_SERV_QUOTE,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.VENDOR_SERV_QUOTE.sql,FK_VENDSERV_QUOTE_TO_SITE,VENDOR_SERV_QUOTE,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.VEND_CONTACT.sql,FK_VEND_CONT_CONT,VEND_CONTACT,CONTACT_ID,CONTACT,ID,ALTER_TABLE_FK
dbo.VEND_CONTACT.sql,FK_VEND_CONT_CONT,VEND_CONTACT,VENDOR_ID,VENDOR,ID,ALTER_TABLE_FK
dbo.VEND_CONT_EML_DOC.sql,FKEY9606,VEND_CONT_EML_DOC,VENDOR_ID,VENDOR,ID,ALTER_TABLE_FK
dbo.VMDI_ASSOC.sql,FKEY9114,VMDI_ASSOC,"LAYOUT_KEY, LAYOUT_VERSION, LAYOUT_DIRECTION",VMDI_LAYOUT,"KEY, VERSION, DIRECTION",ALTER_TABLE_FK
dbo.VMDI_DATA.sql,FKEY9104,VMDI_DATA,"LAYOUT_KEY, LAYOUT_VERSION, LAYOUT_DIRECTION",VMDI_LAYOUT,"KEY, VERSION, DIRECTION",ALTER_TABLE_FK
dbo.VMDI_TABLE.sql,FKEY9103,VMDI_TABLE,"LAYOUT_KEY, LAYOUT_VERSION, LAYOUT_DIRECTION",VMDI_LAYOUT,"KEY, VERSION, DIRECTION",ALTER_TABLE_FK
dbo.VR_ANALYTIC_CONFIG.sql,FK_ANAL_CFG_TO_DATA_SRC,VR_ANALYTIC_CONFIG,DATA_SOURCE_ID,VR_DATA_SOURCE,ID,ALTER_TABLE_FK
dbo.VR_ANALYTIC_CONFIG_PROP.sql,FK_ANAL_PROP_TO_ANAL_CFG,VR_ANALYTIC_CONFIG_PROP,ANALYTIC_CONFIG_ID,VR_ANALYTIC_CONFIG,ID,ALTER_TABLE_FK
dbo.VR_DATA_SOURCE_COLUMN.sql,FK_DATA_SRC_COL_TO_DATA_SRC,VR_DATA_SOURCE_COLUMN,DATA_SOURCE_ID,VR_DATA_SOURCE,ID,ALTER_TABLE_FK
dbo.VR_DATA_SOURCE_TABLE.sql,FK_DATA_SRC_TBL_TO_DATA_SRC,VR_DATA_SOURCE_TABLE,DATA_SOURCE_ID,VR_DATA_SOURCE,ID,ALTER_TABLE_FK
dbo.VR_DATA_SRC_DRILLTO_PARAM.sql,FK_VR_DRILLTO_TO_DS_COL,VR_DATA_SRC_DRILLTO_PARAM,"DATA_SOURCE_ID, DATA_SOURCE_COLUMN_NAME",VR_DATA_SOURCE_COLUMN,"DATA_SOURCE_ID, NAME",ALTER_TABLE_FK
dbo.VR_GRID_CONFIG.sql,FK_GRID_CFG_TO_DATA_SRC,VR_GRID_CONFIG,DATA_SOURCE_ID,VR_DATA_SOURCE,ID,ALTER_TABLE_FK
